comulative_averages	 uncertainty
0.498065	0
0.497755	0.000309303
0.499296	0.00155134
0.499975	0.00129003
0.499646	0.00105224
0.499003	0.0010729
0.500029	0.00136949
0.499677	0.00123734
0.49943	0.00111873
0.498934	0.00111678
0.498131	0.00129046
0.498776	0.00134278
0.49924	0.00131951
0.4992	0.00122226
0.49926	0.00113945
0.499701	0.00115325
0.499603	0.00108771
0.499827	0.00104967
0.499892	0.000994995
0.499774	0.00095125
0.499802	0.000905252
0.499886	0.000867266
0.499908	0.000828991
0.499979	0.000796842
0.500006	0.000764772
0.500054	0.000736368
0.500021	0.000709369
0.500026	0.000683588
0.500004	0.000659986
0.500044	0.00063891
0.500145	0.000626094
0.500225	0.000611475
0.500266	0.000594051
0.500273	0.000576356
0.500195	0.000565058
0.500286	0.000556727
0.500399	0.000552999
0.500346	0.000540853
0.500227	0.000540037
0.500203	0.000526915
0.500229	0.000514597
0.50028	0.000504786
0.500281	0.000492907
0.500327	0.000483827
0.500421	0.000482068
0.500376	0.000473621
0.500444	0.000468484
0.500351	0.000467958
0.500319	0.000459447
0.500425	0.000462489
0.500396	0.000454258
0.500392	0.000445451
0.500402	0.000437065
0.500308	0.00043906
0.500391	0.000438917
0.500366	0.000431709
0.500462	0.000434774
0.500502	0.000429082
0.500549	0.00042438
0.500585	0.000418741
0.500567	0.000412191
0.500518	0.000408408
0.500462	0.000405855
0.500462	0.000399463
0.500453	0.000393374
0.500429	0.000388084
0.500387	0.000384558
0.500386	0.000378862
0.500394	0.000373416
0.500423	0.000369168
0.500423	0.000363931
0.500387	0.000360654
0.500416	0.000356859
0.500428	0.00035221
0.50047	0.000349998
0.500546	0.000353666
0.500591	0.000351913
0.500542	0.000350853
0.500527	0.000346702
0.500554	0.000343389
0.500567	0.000339397
0.500537	0.00033662
0.500584	0.000335963
0.500573	0.00033212
0.500559	0.000328492
0.500597	0.000326789
0.500555	0.000325736
0.50059	0.000323975
0.500588	0.000320321
0.500572	0.00031717
0.500584	0.000313926
0.500578	0.000310558
0.500529	0.00031117
0.500498	0.000309406
0.50048	0.000306616
0.500457	0.000304266
0.500483	0.00030218
0.500429	0.000303928
0.500389	0.000303521
0.500346	0.000303492
